Fecha consumo,Corral,Consumo Corral,Pasta de soya seco,Maiz molido seco,Silo de Maiz seco,Silo de Avena seco,Triticale_seca,PataCebada_seca,OroMilk_seca,Melaza_seca,Oro Balance seco,Agua_kg,Total_MS_Dieta Seco,consumo (kg),sobrante (kg),% rechazo,Fecha Ordeño,ID_vaca,Produccion_total_kg,Numero_Ordeños,Corral de ordeño
01/01/2025,1,1000,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1000,0,0%,01/01/2025,1213,18.99,1,Corral 1 y 2
01/01/2025,2,1300,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1300,0,0%,01/01/2025,1216,13.96,1,Corral 1 y 2
01/01/2025,3,1200,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1200,0,0%,01/01/2025,1228,16.56,1,Corral 3 y 4
01/01/2025,4,1290,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1290,10,1%,01/01/2025,1235,14.26,1,Corral 3 y 4
01/01/2025,5,1200,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1200,0,0%,01/01/2025,1236,13.54,1,Corral 5 y 6
01/01/2025,6,2000,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,2000,0,0%,01/01/2025,1242,18.01,1,Corral 3 y 4
02/01/2025,1,990,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,990,110,10%,01/01/2025,1243,11.69,1,Corral 5 y 6
02/01/2025,2,1170,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1170,130,10%,01/01/2025,1555,23.26,1,Corral 1 y 2
02/01/2025,3,1120,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1120,80,7%,01/01/2025,1560,22.19,1,Corral 1 y 2
02/01/2025,4,1080,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1080,220,17%,01/01/2025,1567,40.54,2,Corral 3 y 4
02/01/2025,5,1050,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1050,150,13%,01/01/2025,1577,38.36,2,Corral 3 y 4
02/01/2025,6,1780,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1780,20,1%,01/01/2025,1617,18.56,1,Corral 5 y 6
03/01/2025,1,1010,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1010,40,4%,01/01/2025,1638,21.15,1,Corral 1 y 2
03/01/2025,2,1265,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1265,35,3%,01/01/2025,1644,26.79,1,Corral 1 y 2
03/01/2025,3,1155,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1155,45,4%,01/01/2025,2070,22.5,1,Corral 3 y 4
03/01/2025,4,1285,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1285,15,1%,01/01/2025,2074,24.34,2,Corral 5 y 6
03/01/2025,5,1125,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1125,75,6%,01/01/2025,2076,39.59,2,Corral 5 y 6
03/01/2025,6,1735,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1735,65,4%,01/01/2025,2082,41.59,2,Corral 3 y 4
04/01/2025,1,1100,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1100,0,0%,01/01/2025,2087,26.4,1,Corral 1 y 2
04/01/2025,2,1285,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1285,15,1%,01/01/2025,2108,18.15,1,Corral 3 y 4
04/01/2025,3,1070,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1070,130,11%,01/01/2025,2119,20.89,1,Corral 1 y 2
04/01/2025,4,1245,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1245,55,4%,01/01/2025,2122,36.08,2,Corral 1 y 2
04/01/2025,5,1055,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1055,145,12%,01/01/2025,2165,24.43,1,Corral 5 y 6
04/01/2025,6,1750,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1750,50,3%,01/01/2025,5767,23.74,1,Corral 3 y 4
05/01/2025,1,1035,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1035,65,6%,01/01/2025,6012,26.52,1,Corral 1 y 2
05/01/2025,2,1230,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1230,70,5%,01/01/2025,6050,15.29,1,Corral 3 y 4
05/01/2025,3,1090,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1090,110,9%,01/01/2025,6054,35.61,2,Corral 5 y 6
05/01/2025,4,1275,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1275,25,2%,01/01/2025,6070,41.45,2,Corral 1 y 2
05/01/2025,5,1040,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1040,160,13%,01/01/2025,6092,30.13,2,Corral 1 y 2
05/01/2025,6,1725,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1725,75,4%,01/01/2025,6098,11.71,1,Corral 5 y 6
06/01/2025,1,1000,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1000,100,9%,01/01/2025,6124,18.58,1,Corral 5 y 6
06/01/2025,2,1300,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1300,0,0%,01/01/2025,6131,30.39,2,Corral 1 y 2
06/01/2025,3,1000,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1000,200,17%,01/01/2025,6134,41.24,2,Corral 1 y 2
06/01/2025,4,1130,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1130,120,10%,01/01/2025,6137,30.97,2,Corral 1 y 2
06/01/2025,5,950,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,950,250,21%,01/01/2025,6161,34.51,2,Corral 3 y 4
06/01/2025,6,1620,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1620,180,10%,01/01/2025,6164,35.73,2,Corral 3 y 4
07/01/2025,1,1090,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1090,10,1%,01/01/2025,6178,13.32,1,Corral 1 y 2
07/01/2025,2,1285,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1285,15,1%,01/01/2025,6193,20.39,1,Corral 3 y 4
07/01/2025,3,1020,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1020,180,15%,01/01/2025,6194,35.16,2,Corral 3 y 4
07/01/2025,4,1265,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1265,35,3%,01/01/2025,6197,21.29,1,Corral 1 y 2
07/01/2025,5,940,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,940,160,15%,01/01/2025,6226,38.53,2,Corral 1 y 2
07/01/2025,6,1750,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1750,50,3%,01/01/2025,6258,33.73,2,Corral 1 y 2
08/01/2025,1,1055,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1055,45,4%,01/01/2025,8703,22.66,2,Corral 1 y 2
08/01/2025,2,1300,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1300,0,0%,01/01/2025,8705,19.03,1,Corral 1 y 2
08/01/2025,3,1220,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1220,30,2%,01/01/2025,8707,13.7,2,Corral 3 y 4
08/01/2025,4,1200,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1200,50,4%,01/01/2025,8708,8.05,1,Corral 5 y 6
08/01/2025,5,1160,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1160,90,7%,01/01/2025,8710,9.67,1,Corral 5 y 6
08/01/2025,6,1675,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1675,75,4%,01/01/2025,8711,12.39,1,Corral 1 y 2
09/01/2025,1,1225,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1225,75,6%,01/01/2025,8714,14.07,1,Corral 1 y 2
09/01/2025,2,1420,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1420,30,2%,01/01/2025,8732,13.92,1,Corral 1 y 2
09/01/2025,3,1335,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1335,115,8%,02/01/2025,1204,12.74,1,Corral 5 y 6
09/01/2025,4,1355,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1355,95,7%,02/01/2025,1213,12.11,1,Corral 1 y 2
09/01/2025,5,840,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,840,360,30%,02/01/2025,1216,13.45,1,Corral 5 y 6
09/01/2025,6,1665,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1665,135,8%,02/01/2025,1225,17.57,2,Corral 5 y 6
10/01/2025,1,1210,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1210,40,3%,02/01/2025,1228,10.55,1,Corral 3 y 4
10/01/2025,2,1350,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1350,0,0%,02/01/2025,1235,18.6,1,Corral 3 y 4
10/01/2025,3,1250,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1250,100,7%,02/01/2025,1236,14.14,1,Corral 5 y 6
10/01/2025,4,1310,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1310,40,3%,02/01/2025,1242,20.09,1,Corral 3 y 4
10/01/2025,5,890,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,890,210,19%,02/01/2025,1243,22.72,1,Corral 5 y 6
10/01/2025,6,1750,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1750,0,0%,02/01/2025,1555,36.24,2,Corral 1 y 2
11/01/2025,1,1210,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1210,90,7%,02/01/2025,1560,34.7,2,Corral 1 y 2
11/01/2025,2,1370,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1370,30,2%,02/01/2025,1567,34.12,2,Corral 3 y 4
11/01/2025,3,1240,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1240,110,8%,02/01/2025,1577,30.96,2,Corral 3 y 4
11/01/2025,4,1265,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1265,135,10%,02/01/2025,1617,23.55,1,Corral 5 y 6
11/01/2025,5,1115,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1115,85,7%,02/01/2025,1638,24.98,1,Corral 1 y 2
11/01/2025,6,1775,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1775,25,1%,02/01/2025,1644,23.52,1,Corral 1 y 2
12/01/2025,1,1125,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1125,75,6%,02/01/2025,2070,16.83,1,Corral 3 y 4
12/01/2025,2,1310,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1310,90,6%,02/01/2025,2074,20.67,1,Corral 5 y 6
12/01/2025,3,6515,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,6515,85,1%,02/01/2025,2076,25.67,2,Corral 5 y 6
12/01/2025,4,1090,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1090,110,9%,02/01/2025,2082,20.45,1,Corral 3 y 4
12/01/2025,5,1110,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1110,90,8%,02/01/2025,2087,29.46,1,Corral 1 y 2
12/01/2025,6,1665,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1665,35,2%,02/01/2025,2108,16.67,1,Corral 3 y 4
13/01/2025,1,1120,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1120,80,7%,02/01/2025,2110,32.05,2,Corral 3 y 4
13/01/2025,2,1350,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1350,50,4%,02/01/2025,2119,22.24,1,Corral 1 y 2
13/01/2025,3,1110,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1110,90,8%,02/01/2025,2122,25.55,1,Corral 1 y 2
13/01/2025,4,1100,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1100,100,8%,02/01/2025,2150,31.66,2,Corral 3 y 4
13/01/2025,5,1125,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1125,75,6%,02/01/2025,2165,16.19,1,Corral 5 y 6
13/01/2025,6,1775,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1775,25,1%,02/01/2025,5767,18.84,1,Corral 3 y 4
14/01/2025,1,1070,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1070,230,18%,02/01/2025,6012,13.05,1,Corral 1 y 2
14/01/2025,2,1190,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1190,60,5%,02/01/2025,6050,32.31,2,Corral 3 y 4
14/01/2025,3,1155,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1155,95,8%,02/01/2025,6054,31.53,2,Corral 5 y 6
14/01/2025,4,1190,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1190,60,5%,02/01/2025,6062,26.15,1,Corral 3 y 4
14/01/2025,5,1055,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1055,45,4%,02/01/2025,6070,26.65,1,Corral 1 y 2
14/01/2025,6,1580,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1580,70,4%,02/01/2025,6092,35,2,Corral 1 y 2
15/01/2025,1,1065,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1065,135,11%,02/01/2025,6124,22.08,2,Corral 5 y 6
15/01/2025,2,1225,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1225,75,6%,02/01/2025,6131,14,1,Corral 1 y 2
15/01/2025,3,1140,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1140,60,5%,02/01/2025,6134,25.26,1,Corral 1 y 2
15/01/2025,4,1110,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1110,190,15%,02/01/2025,6161,23.4,1,Corral 3 y 4
15/01/2025,5,970,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,970,130,12%,02/01/2025,6164,36.46,2,Corral 3 y 4
15/01/2025,6,1555,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1555,45,3%,02/01/2025,6178,21.75,1,Corral 1 y 2
16/01/2025,1,1125,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1125,75,6%,02/01/2025,6193,22.49,1,Corral 3 y 4
16/01/2025,2,1240,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1240,60,5%,02/01/2025,6194,26.68,1,Corral 3 y 4
16/01/2025,3,1080,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1080,120,10%,02/01/2025,6197,45.72,2,Corral 1 y 2
16/01/2025,4,1190,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1190,110,8%,02/01/2025,6226,23.62,1,Corral 1 y 2
16/01/2025,5,1005,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1005,95,9%,02/01/2025,6258,33.79,2,Corral 1 y 2
16/01/2025,6,1560,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1560,40,3%,02/01/2025,8703,13.3,1,Corral 1 y 2
17/01/2025,1,1150,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1150,50,4%,02/01/2025,8705,16.44,1,Corral 1 y 2
17/01/2025,2,1235,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1235,65,5%,02/01/2025,8708,12.66,2,Corral 1 y 2
17/01/2025,3,1015,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1015,185,15%,02/01/2025,8710,18.77,1,Corral 3 y 4
17/01/2025,4,1250,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1250,50,4%,02/01/2025,8711,9.88,1,Corral 1 y 2
17/01/2025,5,985,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,985,115,10%,02/01/2025,8712,11.48,1,Corral 5 y 6
17/01/2025,6,1565,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1565,35,2%,02/01/2025,8714,23.61,1,Corral 1 y 2
18/01/2025,1,1165,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1165,35,3%,02/01/2025,8732,8.79,1,Corral 1 y 2
18/01/2025,2,1250,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1250,50,4%,02/01/2025,8755,12.86,1,Corral 5 y 6
18/01/2025,3,1160,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1160,40,3%,02/01/2025,8761,8.49,1,Corral 1 y 2
18/01/2025,4,1265,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1265,35,3%,03/01/2025,1204,23.96,1,Corral 5 y 6
18/01/2025,5,870,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,870,130,13%,03/01/2025,1216,15.87,1,Corral 3 y 4
18/01/2025,6,1510,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1510,90,6%,03/01/2025,1225,21.92,1,Corral 5 y 6
19/01/2025,1,1180,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1180,20,2%,03/01/2025,1228,26.1,2,Corral 3 y 4
19/01/2025,2,1270,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1270,30,2%,03/01/2025,1235,20.63,2,Corral 3 y 4
19/01/2025,3,1145,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1145,55,5%,03/01/2025,1236,14.75,1,Corral 3 y 4
19/01/2025,4,1265,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1265,35,3%,03/01/2025,1242,19.43,1,Corral 3 y 4
19/01/2025,5,940,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,940,60,6%,03/01/2025,1243,11.01,1,Corral 3 y 4
19/01/2025,6,1515,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1515,85,5%,03/01/2025,1555,41.15,2,Corral 1 y 2
20/01/2025,1,1190,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1190,10,1%,03/01/2025,1560,40.62,2,Corral 1 y 2
20/01/2025,2,1300,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1300,0,0%,03/01/2025,1567,35.75,2,Corral 3 y 4
20/01/2025,3,1100,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1100,100,8%,03/01/2025,1577,34.26,2,Corral 3 y 4
20/01/2025,4,1050,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1050,250,19%,03/01/2025,1590,25.54,2,Corral 3 y 4
20/01/2025,5,620,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,620,180,23%,03/01/2025,1617,27.93,1,Corral 5 y 6
20/01/2025,6,1600,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1600,0,0%,03/01/2025,1638,26.36,1,Corral 1 y 2
21/01/2025,1,1165,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1165,35,3%,03/01/2025,1644,24.49,2,Corral 1 y 2
21/01/2025,2,1260,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1260,40,3%,03/01/2025,2070,21.82,1,Corral 3 y 4
21/01/2025,3,1200,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1200,0,0%,03/01/2025,2074,25.77,2,Corral 3 y 4
21/01/2025,4,1100,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1100,100,8%,03/01/2025,2076,14.4,1,Corral 1 y 2
21/01/2025,5,900,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,900,0,0%,03/01/2025,2082,19.4,1,Corral 3 y 4
21/01/2025,6,1800,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1800,0,0%,03/01/2025,2087,48.51,2,Corral 5 y 6
22/01/2025,1,1175,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1175,25,2%,03/01/2025,2110,26.29,2,Corral 3 y 4
22/01/2025,2,1210,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1210,90,7%,03/01/2025,2119,21.32,1,Corral 3 y 4
22/01/2025,3,1155,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1155,45,4%,03/01/2025,2122,31.99,2,Corral 3 y 4
22/01/2025,4,1080,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1080,120,10%,03/01/2025,2150,22.95,1,Corral 5 y 6
22/01/2025,5,765,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,765,35,4%,03/01/2025,5767,37.84,2,Corral 1 y 2
22/01/2025,6,1600,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1600,0,0%,03/01/2025,6012,33.97,2,Corral 1 y 2
23/01/2025,1,1135,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1135,115,9%,03/01/2025,6050,11.43,1,Corral 3 y 4
23/01/2025,2,1260,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1260,90,7%,03/01/2025,6054,25.97,2,Corral 3 y 4
23/01/2025,3,975,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,975,105,10%,03/01/2025,6062,21.25,1,Corral 3 y 4
23/01/2025,4,1170,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1170,130,10%,03/01/2025,6070,28.4,1,Corral 5 y 6
23/01/2025,5,830,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,830,80,9%,03/01/2025,6092,18.22,1,Corral 1 y 2
23/01/2025,6,1775,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1775,25,1%,03/01/2025,6131,25.57,2,Corral 1 y 2
24/01/2025,1,1175,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1175,125,10%,03/01/2025,6134,26.79,1,Corral 5 y 6
24/01/2025,2,1320,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1320,130,9%,03/01/2025,6137,21.14,2,Corral 3 y 4
24/01/2025,3,865,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,865,135,14%,03/01/2025,6161,13.58,1,Corral 3 y 4
24/01/2025,4,1260,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1260,140,10%,03/01/2025,6164,37.6,3,Corral 3 y 4
24/01/2025,5,835,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,835,185,18%,03/01/2025,6178,24.27,2,Corral 3 y 4
24/01/2025,6,2000,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,2000,0,0%,03/01/2025,6193,16.39,1,Corral 5 y 6
25/01/2025,1,1025,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1025,75,7%,03/01/2025,6194,43.36,2,Corral 1 y 2
25/01/2025,2,1160,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1160,40,3%,03/01/2025,6197,19.95,1,Corral 1 y 2
25/01/2025,3,1055,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1055,45,4%,03/01/2025,6226,35.33,2,Corral 1 y 2
25/01/2025,4,1135,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1135,65,5%,03/01/2025,6258,31.32,2,Corral 1 y 2
25/01/2025,5,820,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,820,80,9%,03/01/2025,8703,14.91,1,Corral 1 y 2
25/01/2025,6,2400,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,2400,0,0%,03/01/2025,8705,9.6,1,Corral 1 y 2
26/01/2025,1,805,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,805,195,20%,03/01/2025,8707,30.14,2,Corral 3 y 4
26/01/2025,2,1150,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,1150,50,4%,03/01/2025,8708,25.94,2,Corral 5 y 6
26/01/2025,3,910,0.00,0.00,0.00,0.00,7.80,0.40,14.18,1.33,0.00,5.50,23.70,910,90,9%,03/01/2025,8710,20.56,1,Corral 3 y 4
