cow_id,date,produccion_kg,ubre,destino_leche,ms,source_file,days_in_milk,lactation_age,weekday,month,group_id,eventos_pdf_count,eventos_pdf_text,kg_am,kg_pm,kg_totales,sobrante,consumo,rechazo,kg_consumido_por_vaca,promedio_corral,sobrante_pct,consumo_pct,diet_period,n_ingredientes,diet_dm_total,diet_wet_total,diet_pct_ms_total,usa_oro_milk,usa_oro_balance,usa_silo_maiz,usa_silo_avena,usa_ensilado,usa_heno,usa_triticale,usa_melaza,mes_merge,anio,mes,dia_mes,dia_semana,es_fin_de_semana,dia_del_anio,mes_sin,mes_cos,dia_semana_sin,dia_semana_cos,produccion_lag_1,produccion_lag_2,produccion_lag_3,produccion_lag_7,delta_produccion_1d,delta_produccion_3d,produccion_roll_mean_3,produccion_roll_mean_7,produccion_roll_std_3,produccion_roll_std_7,THI,THI_lag_1,THI_roll_mean_3,THI_roll_mean_7,nivel_estres_thi,kg_am_lag_1,kg_am_roll_mean_3,kg_pm_lag_1,kg_pm_roll_mean_3,kg_totales_lag_1,kg_totales_roll_mean_3,sobrante_lag_1,sobrante_roll_mean_3,consumo_lag_1,consumo_roll_mean_3,rechazo_lag_1,rechazo_roll_mean_3,kg_consumido_por_vaca_lag_1,kg_consumido_por_vaca_roll_mean_3,promedio_corral_lag_1,promedio_corral_roll_mean_3,sobrante_pct_lag_1,sobrante_pct_roll_mean_3,consumo_pct_lag_1,consumo_pct_roll_mean_3,ratio_sobrante_consumo,ratio_consumo_oferta,ratio_sobrante_oferta
1204,2025-01-11,23.57,0,Tanque,VMS 1,Producciones de leche1204.xls,,,,,,,,4250.0,4200.0,8450.0,475.0,7975.0,,,,0.058881935965269305,0.9411180640347308,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,11,5,1,11,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,28.799999999999997,32.44,24.79,16.71,-5.229999999999997,-1.2199999999999989,28.676666666666662,23.16142857142857,3.826490994806259,7.4098435174017645,58.72996473958334,58.23558229166666,56.734482534722225,56.72591608630952,0,4250.0,4133.333333333333,3900.0,4100.0,8150.0,8233.333333333334,390.0,496.6666666666667,7760.0,7736.666666666667,,,,,,,0.0544354657687991,0.06358825430281369,0.945564534231201,0.9364117456971863,0.05956112852664577,0.9437869822485208,0.05621301775147929
1204,2025-01-12,30.200000000000003,0,Tanque,VMS 1,Producciones de leche1204.xls,,,,,,,,4000.0,9300.0,13300.0,485.0,12815.0,,,,0.054486567354214414,0.9455134326457856,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,12,6,1,12,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,23.57,28.799999999999997,32.44,25.04,6.630000000000003,-2.239999999999995,28.27,24.141428571428573,4.458688147874893,6.846627949999495,57.94605270833333,58.72996473958334,57.998982343749994,56.854171763392856,0,4250.0,4233.333333333333,4200.0,4183.333333333333,8450.0,8416.666666666666,475.0,558.3333333333334,7975.0,7858.333333333333,,,,,,,0.058881935965269305,0.07100633108200159,0.9411180640347308,0.9289936689179985,0.03784627389777604,0.9635338345864661,0.036466165413533834
1204,2025-01-13,37.07,0,Tanque,VMS 1,Producciones de leche1204.xls,,,,,,,,4000.0,4000.0,8000.0,420.0,7580.0,,,,0.056183862433862426,0.9438161375661376,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,13,0,0,13,0.49999999999999994,0.8660254037844387,0.0,1.0,30.200000000000003,23.57,28.799999999999997,10.39,6.869999999999997,8.270000000000003,27.52333333333333,24.87857142857143,3.494514749336937,7.226722236651572,57.03146510416667,57.94605270833333,58.30386657986111,56.868508459821435,0,4000.0,4166.666666666667,9300.0,5800.0,13300.0,9966.666666666666,485.0,450.0,12815.0,9516.666666666666,,,,,,,0.054486567354214414,0.05593465636276094,0.9455134326457856,0.9440653436372392,0.055408970976253295,0.9475,0.0525
1204,2025-01-14,17.67,0,Tanque,VMS 1,Producciones de leche1204.xls,,,,,,,,3900.0,3900.0,7800.0,560.0,7240.0,,,,0.07204273504273505,0.9279572649572648,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,14,1,0,14,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,37.07,30.200000000000003,23.57,23.96,-19.4,-5.899999999999999,30.28,28.689999999999998,6.750355546191629,5.0062694027922,56.436766093749995,57.03146510416667,57.90249418402778,57.15556097470238,0,4000.0,4083.3333333333335,4000.0,5833.333333333333,8000.0,9916.666666666666,420.0,460.0,7580.0,9456.666666666666,,,,,,,0.056183862433862426,0.05651745525111538,0.9438161375661376,0.9434825447488846,0.07734806629834254,0.9282051282051282,0.07179487179487179
1204,2025-01-15,27.049999999999997,0,Tanque,VMS 1,Producciones de leche1204.xls,,,,,,,,3850.0,3850.0,7700.0,635.0,7065.0,,,,0.08544216200466202,0.914557837995338,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,15,2,0,15,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,17.67,37.07,30.200000000000003,24.79,9.379999999999995,-3.1500000000000057,28.313333333333336,27.791428571428572,9.83664746411771,6.3743219994271545,59.43732901041666,56.436766093749995,57.13809463541667,57.19252803571429,0,3900.0,3966.6666666666665,3900.0,5733.333333333333,7800.0,9700.0,560.0,488.3333333333333,7240.0,9211.666666666666,,,,,,,0.07204273504273505,0.0609043882769373,0.9279572649572648,0.9390956117230628,0.08987968860580325,0.9175324675324675,0.08246753246753247
1204,2025-01-16,18.64,1,Tanque,VMS 1,Producciones de leche1204.xls,,,,,,,,3850.0,3850.0,7700.0,500.0,7200.0,,,,0.06743881118881119,0.9325611888111888,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,16,3,0,16,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,27.049999999999997,17.67,37.07,32.44,-8.409999999999997,-18.43,27.263333333333332,28.114285714285717,9.701759290630406,6.253044211003305,58.864695000000005,59.43732901041666,57.63518673611111,57.83550856398809,0,3850.0,3916.6666666666665,3850.0,3916.6666666666665,7700.0,7833.333333333333,635.0,538.3333333333334,7065.0,7295.0,,,,,,,0.08544216200466202,0.0712229198270865,0.914557837995338,0.9287770801729135,0.06944444444444445,0.935064935064935,0.06493506493506493
1204,2025-01-17,22.31,1,Tanque,VMS 1,Producciones de leche1204.xls,,,,,,,,3850.0,3850.0,7700.0,500.0,7200.0,,,,0.06845255439005439,0.9315474456099456,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,17,4,0,17,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,18.64,27.049999999999997,17.67,28.799999999999997,3.669999999999998,4.639999999999997,21.12,26.142857142857142,5.158381529123262,6.812341042269575,60.11975348958333,58.864695000000005,58.24626336805556,58.097407849702385,0,3850.0,3866.6666666666665,3850.0,3866.6666666666665,7700.0,7733.333333333333,500.0,565.0,7200.0,7168.333333333333,,,,,,,0.06743881118881119,0.07497456941206943,0.9325611888111888,0.9250254305879305,0.06944444444444445,0.935064935064935,0.06493506493506493
1204,2025-01-18,29.229999999999997,1,Tanque,VMS 1,Producciones de leche1204.xls,,,,,,,,3800.0,3800.0,7600.0,380.0,7220.0,,,,0.052355769230769234,0.9476442307692308,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,18,5,1,18,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,22.31,18.64,27.049999999999997,23.57,6.919999999999998,2.1799999999999997,22.666666666666668,25.215714285714284,4.216329367273551,6.832046684907968,61.56697135416666,60.11975348958333,59.47392583333333,58.36657516369048,0,3850.0,3850.0,3850.0,3850.0,7700.0,7700.0,500.0,545.0,7200.0,7155.0,,,,,,,0.06845255439005439,0.07377784252784253,0.9315474456099456,0.9262221574721575,0.05263157894736842,0.95,0.05
1204,2025-01-19,28.83,1,Tanque,VMS 1,Producciones de leche1204.xls,,,,,,,,3800.0,3800.0,7600.0,285.0,7315.0,,,,0.03760416666666667,0.9623958333333333,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,19,6,1,19,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,29.229999999999997,22.31,18.64,30.200000000000003,-0.3999999999999986,10.189999999999998,23.39333333333333,26.024285714285714,5.377474624145927,6.938909273420567,59.68580953125,61.56697135416666,60.18380661458334,58.77186182291666,0,3800.0,3833.3333333333335,3800.0,3833.3333333333335,7600.0,7666.666666666667,380.0,460.0,7220.0,7206.666666666667,,,,,,,0.052355769230769234,0.06274904493654493,0.9476442307692308,0.9372509550634551,0.03896103896103896,0.9625,0.0375
1204,2025-01-20,10.09,0,Tanque,VMS 1,Producciones de leche1204.xls,,,,,,,,3700.0,3700.0,7400.0,540.0,6860.0,,,,0.08482905982905982,0.9151709401709401,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,20,0,0,20,0.49999999999999994,0.8660254037844387,0.0,1.0,28.83,29.229999999999997,22.31,37.07,-18.74,-12.219999999999999,26.789999999999996,25.82857142857143,3.8849453020602587,6.819800653419496,57.16098625,59.68580953125,60.45751145833333,59.02039851190476,0,3800.0,3816.6666666666665,3800.0,3816.6666666666665,7600.0,7633.333333333333,285.0,388.3333333333333,7315.0,7245.0,,,,,,,0.03760416666666667,0.052804163429163435,0.9623958333333333,0.9471958365708365,0.07871720116618076,0.927027027027027,0.07297297297297298
1204,2025-01-21,32.3,0,Tanque,VMS 1,Producciones de leche1204.xls,,,,,,,,3850.0,3750.0,7600.0,175.0,7425.0,,,,0.023878205128205127,0.9761217948717947,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,21,1,0,21,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,10.09,28.83,29.229999999999997,17.67,22.209999999999997,3.0700000000000003,22.716666666666665,21.974285714285713,10.936842932644382,7.02854147302947,56.00887083333334,57.16098625,59.471255711805554,59.03890153273809,0,3700.0,3766.6666666666665,3700.0,3766.6666666666665,7400.0,7533.333333333333,540.0,401.6666666666667,6860.0,7131.666666666667,,,,,,,0.08482905982905982,0.05826299857549857,0.9151709401709401,0.9417370014245016,0.02356902356902357,0.9769736842105263,0.023026315789473683
1204,2025-01-22,21.45,1,Tanque,VMS 3,Producciones de leche1204.xls,,,,,,,,3650.0,3650.0,7300.0,315.0,6985.0,,,,0.04521901709401709,0.9547809829059829,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,22,2,0,22,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,32.3,10.09,28.83,27.049999999999997,-10.849999999999998,-7.379999999999999,23.74,24.064285714285713,11.947891027290131,7.680268782498995,53.22641958333334,56.00887083333334,57.61855553819444,58.97777363839286,0,3850.0,3783.3333333333335,3750.0,3750.0,7600.0,7533.333333333333,175.0,333.3333333333333,7425.0,7200.0,,,,,,,0.023878205128205127,0.048770477207977204,0.9761217948717947,0.9512295227920228,0.04509663564781675,0.9568493150684931,0.04315068493150685
1204,2025-01-23,36.5,1,Tanque,VMS 3,Producciones de leche1204.xls,,,,,,,,3650.0,4040.0,7690.0,545.0,7145.0,,,,0.07628164428164429,0.9237183557183557,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,23,3,0,23,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,21.45,32.3,10.09,18.64,15.05,26.41,21.28,23.26428571428571,11.105975868873477,7.608757798622274,57.30758260416667,53.22641958333334,55.46542555555556,58.09050086309524,0,3650.0,3733.3333333333335,3650.0,3700.0,7300.0,7433.333333333333,315.0,343.3333333333333,6985.0,7090.0,,,,,,,0.04521901709401709,0.051308760683760675,0.9547809829059829,0.9486912393162393,0.07627711686494051,0.9291287386215865,0.07087126137841353
1204,2025-01-24,27.39,1,Tanque,VMS 3,Producciones de leche1204.xls,,,,,,,,4110.0,4060.0,8170.0,715.0,7455.0,,,,0.10036359459787451,0.8996364054021254,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,24,4,0,24,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,36.5,21.45,32.3,22.31,-9.11,-4.909999999999997,30.083333333333332,25.815714285714282,7.766004978966564,8.713885197665578,51.91374625,57.30758260416667,55.514291006944454,57.86805623511905,0,3650.0,3716.6666666666665,4040.0,3813.3333333333335,7690.0,7530.0,545.0,345.0,7145.0,7185.0,,,,,,,0.07628164428164429,0.0484596221679555,0.9237183557183557,0.9515403778320444,0.09590878604963111,0.912484700122399,0.08751529987760098
1204,2025-01-25,20.86,0,Tanque,VMS 3,Producciones de leche1204.xls,,,,,,,,3950.0,3950.0,7900.0,305.0,7595.0,,,,0.047579966329966326,0.9524200336700336,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,25,5,1,25,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,27.39,36.5,21.45,29.229999999999997,-6.530000000000001,-0.5899999999999999,28.44666666666667,26.541428571428572,7.580437542341039,8.583826707965448,56.41891666666667,51.91374625,54.14924947916668,56.69576948660715,0,4110.0,3803.3333333333335,4060.0,3916.6666666666665,8170.0,7720.0,715.0,525.0,7455.0,7195.0,,,,,,,0.10036359459787451,0.07395475199117862,0.8996364054021254,0.9260452480088214,0.040157998683344305,0.9613924050632912,0.03860759493670886
1204,2025-01-26,21.4,0,Tanque,VMS 3,Producciones de leche1204.xls,,,,,,,,3750.0,3750.0,7500.0,595.0,6905.0,,,,0.09114478114478114,0.9088552188552189,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,26,6,1,26,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,20.86,27.39,36.5,28.83,0.5399999999999991,-15.100000000000001,28.25,25.345714285714287,7.855386686853812,8.728636505096043,60.413693072916665,56.41891666666667,55.21341517361111,55.96033310267858,0,3950.0,3903.3333333333335,3950.0,4016.6666666666665,7900.0,7920.0,305.0,521.6666666666666,7595.0,7398.333333333333,,,,,,,0.047579966329966326,0.07474173506982837,0.9524200336700336,0.9252582649301715,0.08616944243301955,0.9206666666666666,0.07933333333333334
1204,2025-01-27,34.35,1,Tanque,VMS 3,Producciones de leche1204.xls,,,,,,,,3600.0,3600.0,7200.0,575.0,6625.0,,,,0.09434343434343434,0.9056565656565656,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,27,0,0,27,0.49999999999999994,0.8660254037844387,0.0,1.0,21.4,20.86,27.39,10.09,12.950000000000003,6.960000000000001,23.21666666666667,24.284285714285712,3.624283837302673,8.685971174146003,60.606187500000004,60.413693072916665,56.24878532986111,56.064316465773814,0,3750.0,3936.6666666666665,3750.0,3920.0,7500.0,7856.666666666667,595.0,538.3333333333334,6905.0,7318.333333333333,,,,,,,0.09114478114478114,0.07969611402420733,0.9088552188552189,0.9203038859757927,0.08679245283018867,0.9201388888888888,0.0798611111111111
1204,2025-01-28,26.64,1,Tanque,VMS 3,Producciones de leche1204.xls,,,,,,,,3500.0,3600.0,7100.0,230.0,6870.0,,,,0.03467261904761905,0.9653273809523809,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,28,1,0,28,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,34.35,21.4,20.86,32.3,-7.710000000000001,5.780000000000001,25.536666666666665,27.75,7.637344651993482,6.688786636353911,61.57329145833333,60.606187500000004,59.146265746527774,56.55648807291667,0,3600.0,3766.6666666666665,3600.0,3766.6666666666665,7200.0,7533.333333333333,575.0,491.6666666666667,6625.0,7041.666666666667,,,,,,,0.09434343434343434,0.07768939393939393,0.9056565656565656,0.9223106060606061,0.033478893740902474,0.967605633802817,0.0323943661971831
1204,2025-01-29,15.64,1,Tanque,VMS 3,Producciones de leche1204.xls,,,,,,,,3600.0,3600.0,7200.0,300.0,6900.0,,,,0.04535353535353536,0.9546464646464646,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,29,2,0,29,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,26.64,34.35,21.4,21.45,-11.0,-5.759999999999998,27.463333333333335,26.94142857142857,6.514141028050703,6.382166373501057,62.66761041666667,61.57329145833333,60.86439067708333,57.35140530505953,0,3500.0,3616.6666666666665,3600.0,3650.0,7100.0,7266.666666666667,230.0,466.6666666666667,6870.0,6800.0,,,,,,,0.03467261904761905,0.07338694484527818,0.9653273809523809,0.9266130551547218,0.043478260869565216,0.9583333333333334,0.041666666666666664
1204,2025-01-30,23.07,1,Tanque,VMS 3,Producciones de leche1204.xls,,,,,,,,3600.0,3600.0,7200.0,245.0,6955.0,,,,0.03578914141414141,0.9642108585858585,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,30,3,0,30,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,15.64,26.64,34.35,36.5,7.43,-11.280000000000001,25.543333333333333,26.111428571428576,9.403086372746632,7.495959864201135,60.904629375,62.66761041666667,61.61569645833333,58.70014685267858,0,3600.0,3566.6666666666665,3600.0,3600.0,7200.0,7166.666666666667,300.0,368.3333333333333,6900.0,6798.333333333333,,,,,,,0.04535353535353536,0.05812319624819625,0.9546464646464646,0.9418768037518038,0.03522645578720345,0.9659722222222222,0.034027777777777775
1204,2025-01-31,20.06,1,Tanque,VMS 3,Producciones de leche1204.xls,,,,,,,,3500.0,3500.0,7000.0,565.0,6435.0,,,,0.07736111111111112,0.9226388888888889,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-01,2025,1,31,4,0,31,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,23.07,15.64,26.64,27.39,-3.0100000000000016,-6.580000000000002,21.78333333333333,24.192857142857147,5.611740668752725,5.953961466356426,58.57886666666667,60.904629375,61.71517708333334,59.21401067708333,0,3600.0,3566.6666666666665,3600.0,3600.0,7200.0,7166.666666666667,245.0,258.3333333333333,6955.0,6908.333333333333,,,,,,,0.03578914141414141,0.03860509860509861,0.9642108585858585,0.9613949013949014,0.08780108780108781,0.9192857142857143,0.08071428571428571
1204,2025-02-01,24.560000000000002,0,Tanque,VMS 3,Producciones de leche1204.xls,,,,,,,,3400.0,3400.0,6800.0,225.0,6575.0,0.035648148148148144,,,0.035648148148148144,0.9643518518518519,dieta Mayo,5,,,,1,0,0,0,0,0,1,1,2025-02,2025,2,1,5,1,32,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,20.06,23.07,15.64,20.86,4.5000000000000036,8.920000000000002,19.59,23.145714285714288,3.737231595713583,5.942518706022607,57.807150416666666,58.57886666666667,60.717035486111115,60.16617073660715,0,3500.0,3566.6666666666665,3500.0,3566.6666666666665,7000.0,7133.333333333333,565.0,370.0,6435.0,6763.333333333333,,,,,,,0.07736111111111112,0.05283459595959596,0.9226388888888889,0.947165404040404,0.034220532319391636,0.9669117647058824,0.03308823529411765
